,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
17,c712c324-c349-49fc-9b94-9ffc137b1366,Krystian Glowacz,https://play-lh.googleusercontent.com/a-/AFdZucrfR7A8KFfSjHXavsdSm_D6xYxBzmkWK4YOkA28fQ,"Just downloaded the app and so far its easy to use, good UI, and high quality content. Immediate ""issue"" that I think would skyrocket this app into a 5 or 6 star rating is a filter option when searching for trails. Being able to filter distance, altitude change, difficulty, and even star ratings by users would be such a quick and easy way to significantly improve the app.",4,21,22.10.0,2022-05-17 19:11:20,,
18,e611ffed-b64e-45eb-82f9-e23dee5d6f17,Leo Redmond,https://play-lh.googleusercontent.com/a-/AFdZucrzsJDfUcd-3Tr0ZidLKHHSrvf8rgu0LUAv6t6Q,"Incredibly helpful. Good combination of zoom, searching trails by name, or searching with filters. Really clear graphics.",5,0,22.10.0,2022-05-17 08:52:59,,
19,7efd6e39-dba5-439b-866e-c4b129a5a68c,david hurd,https://play-lh.googleusercontent.com/a-/AFdZucq7F8-u7oKtnS4k1r0caChi8OinsxljulwyLMXC,I'm old. I would get lost without,5,0,22.10.0,2022-05-16 22:59:26,,
20,9ee6b26f-85b1-4c35-b64e-387e178bbbad,V Bell,https://play-lh.googleusercontent.com/a/AItbvmm3XWlbBQ5F8KfAtdPf7i9Nu2ajiD37VbOvzumn=mo,Great app to find trails anywhere in the country.,5,0,22.10.0,2022-05-16 01:36:51,,
21,470152c1-3f54-4114-9708-92c8f3a4a93c,Katherine Schmidt,https://play-lh.googleusercontent.com/a-/AFdZucrDzBeDbTms5-b_2hsFjyYdYoOXpWgVtpT3uuje,I always have my blue dot keeping me from getting lost!,5,0,22.10.0,2022-05-14 05:15:29,,
22,763a3a2b-d5b5-461b-aaa0-521c93120852,Tony Gelphman,https://play-lh.googleusercontent.com/a/AItbvmmWRRtgWI2IdcoeKPK2RK1AzJN_uKWzYovR02yK=mo,"Nice but not overly intuitive and doesn't seem to have a ""hikes near me function"" including being able to search based on difficulty level. There doesn't appear to be a legend either so you know the difficulty based on symbol",3,1,22.10.0,2022-05-13 21:02:37,,
23,4c82f83b-750c-466f-8c90-f56eb2f62db9,Victor Espinosa,https://play-lh.googleusercontent.com/a-/AFdZucpkEbKb_4qS54TrpRTqFAhYfSw18ET4DDtgtttLhQ,"Doesn't have any trails. Searched 4 trails in my area, none of them showed up on this app. Sucks. Two thumbs down.",1,0,22.10.0,2022-05-11 05:33:10,,
24,74bc1c58-9774-470c-96be-2ab7f08db56c,Tandy Bowen,https://play-lh.googleusercontent.com/a/AItbvmnJaWhAwrJuEFp9ezFptfV0xFo1eUyOzewzBlsJ=mo,Very accurate and highly beneficial for planning the next trek.,5,0,22.10.0,2022-05-10 01:37:51,,
25,24a4aec6-d350-4646-b2b4-c9720aa0ec21,Raine Blu,https://play-lh.googleusercontent.com/a-/AFdZucpGlI5K13jyP_IDwlMEhsi6P5kEceP4rkjsUVrX,"Excellent Trail Navigator--I love the reliability and accuracy of Hiking Project! User friendly, easy to read trail markers. Love it!",5,0,,2022-04-15 10:56:02,,
26,9d4bac58-a212-46e5-8dcb-a5fc2b953a2a,John Doe,https://play-lh.googleusercontent.com/a/AItbvmnVLhU88yR4QzKMxOzFdneVqkSYuD9qfw_PEIDB=mo,Best hiking app I've found so far. Downloadable states for offline trails. Clear and easy to use. 5 stars.,5,0,21.14.0,2022-04-14 15:56:59,,
27,eb460f7b-3305-4637-885c-9eebfd77098d,James Taylor,https://play-lh.googleusercontent.com/a-/AFdZucoWUo5OoWkJHHG0ubDEtBwtO6Xc4wGKqRACOfTO8A,"First impressions. Easy to select an area, swipe to go back, or hit the icons on the bottom. Navigation seems straightforward, and looking to add to and enjoy the boring and wildlife gems section.",5,1,22.10.0,2022-03-27 01:23:07,,
28,45fc4ac6-63c8-4f6d-a581-831865a79aa0,John Gallagher,https://play-lh.googleusercontent.com/a-/AFdZucrv2PGnQaRYAqDvXzPGtiIkFNTG4zu1zZ4Xg2hG,"I love how straighforward the interface is when browsing the map for hikes. When I know that I want to hike in a certain area, but I haven't decided which trail or route, I come to this app to survey my options.",5,1,21.14.0,2022-03-17 18:31:08,,
29,0c2f04ee-1b8c-4592-97ca-d1beafc321a5,Ellen Cooper,https://play-lh.googleusercontent.com/a-/AFdZucpOGfUjt1Jenxr19GMgrWDaLups_UI0EEl1Sbelnw,Great app!! I know it'll just get better and better.,4,0,21.14.0,2022-03-07 04:09:10,,
30,84516434-1ca9-4e1c-a444-14c77587afed,Nature Hiker,https://play-lh.googleusercontent.com/a/AItbvmnWfW67US92L1427mFNyX_jOlIv5yaNo8QzDVih=mo,It's ok but doesn't show you the established campsites like other apps do. So I uninstalled it.,2,0,21.14.0,2022-03-01 18:50:00,,
31,cf95dbba-8e95-4f7c-944d-b01ebfc3dae4,M S,https://play-lh.googleusercontent.com/a/AItbvmnhRqNeaOcV6jHrOSdmEtzaOD7a0cYpuVBYGMT2=mo,I can log in on the website but I can't log into the app on my phone. It worked fine the first and second time I used it. I uninstalled it to try again - no luck. It is unusable in this condition.,1,2,,2022-02-26 23:48:54,,
32,aa87dabf-e2d8-4f30-b473-e484b4c71110,E H,https://play-lh.googleusercontent.com/a-/AFdZucpoDyd8zGUCU3CPICWWFnZl9OY_W2PQuBSILmc_Ow,Doesn't have Hungary map. Without this I couldn't tried out.,2,0,21.14.0,2022-02-24 22:33:39,,
33,83d51c70-80b7-49d2-80e8-2f55110f30d5,Chantell Gregory,https://play-lh.googleusercontent.com/a/AItbvmmHykQ5ieoC53sKRGtlxlHbsTGiDsarhRLAHBil=mo,"I love that I don't have to download an area before going, that it works offline. I wish it had more trails, especially ones that are well marked and noted at the trailhead. My FAV hiking app! And love that I can see where I am on the map, and if I got off trail. And the altitude mapping (peaks and valleys) is very handy, especially figuring out how difficult a trail is",5,26,21.14.0,2022-02-12 22:23:19,,
34,35e22ecb-73f4-461a-9ad8-090df883e7d8,Jocelyn Belleza,https://play-lh.googleusercontent.com/a/AItbvmksotD19SQ07QK5bhyO3CQ_S1y3SYK_eeCHZtYC=mo,Really like this app because you get specifics about the trails close to your location.,5,0,21.14.0,2022-01-29 05:13:32,,
35,6d8a6538-f251-4b97-ba1e-3d223694086d,Ross Fraser,https://play-lh.googleusercontent.com/a/AItbvmlI0xjfJcplPmQdP9kBaYibu5DwKvYNzt2_sfSV=mo,"Great app, reliable tracking and directions. Wish there were .gpx files for the trails to download to garmin watch so wouldn't need phone out as often.",4,1,,2022-01-23 19:47:57,,
36,35df1bac-d2be-4340-9c32-f127b1ef6232,Miguel Santiago,https://play-lh.googleusercontent.com/a-/AFdZucpkYnLzk1fStQGW2v4zNov_Ky0-YhQ2IBDy6YEhCQM,I've enjoyed having this resource for many of our hikes. It's helpful to have regions downloaded to our devices. Being able to see recent reports on the condition of the trail has also been helpful.,5,3,21.14.0,2022-01-18 03:46:42,,
37,f3aaface-7ebe-42ab-be79-605b6c2d47db,Jade Bertels,https://play-lh.googleusercontent.com/a/AItbvmkHIjHoXmk3h3kbgnjlK48dDQNVKaO9FZuHeUHA=mo,Such a great app - have already learnt so much. Just wondering if there is a feature where I can save a trail that I would want to do in the future?,5,0,21.14.0,2022-01-04 14:03:27,,
38,6d784530-68d0-49a0-af5f-ec7564f3983d,Dark Matter,https://play-lh.googleusercontent.com/a-/AFdZucqaLpuF3YrPIaIVWH177pgxeu-tyPFJwcMSETQTnA,Love this app use it all time.,5,0,21.14.0,2022-01-01 07:19:59,,
39,1dfdc54a-08bd-440e-a48d-e1bb014e7a90,tharkun,https://play-lh.googleusercontent.com/a/AItbvmkKrUp9eNoIxZJwleiY0T7YRmlS3ZYxoeYS8j37=mo,"The ad says ""everything you need, nothing you don't"". That is a lie! It asks you to sign in/create an account to start recording a track. Nobody needs that. Save my track on the device. That needs no account. Make it possible to share or export it. Even that should not require an account but might use one to make some things easier, sure. Uninstalled!",1,5,21.14.0,2021-12-23 09:54:16,,
40,c0283d30-c513-4ec2-befa-924b742ce4f5,H,https://play-lh.googleusercontent.com/a/AItbvmmRWjD1LiWvu_azdn2PU0FaZxdKaTZVwiTb_b5F=mo,I love this app. Super user-friendly. I always recommend to my friends and we use it to plan hikin trips. A keeper,5,0,21.14.0,2021-12-06 11:01:29,,
41,87cebfa0-c538-4e9c-a568-dc0364af2369,M. Jane Doyle,https://play-lh.googleusercontent.com/a/AItbvmkzoEEqgGJeqRM-2WPA0vahFuwcfSVMClAunjc0=mo,"Terrible. Won't let you finish a trail if you're in an area near one of their authorized trails, even though there are a ton of trails not on here. And these are real state park trails, not some unauthorized backcountry trail! Incredibly disappointed.",1,3,21.14.0,2021-10-27 20:07:23,,
42,28b814de-b50b-4181-b394-e7513623dc75,Mikel Poppe,https://play-lh.googleusercontent.com/a-/AFdZucpnBgNh05STusFGRdcjHzWVpYgxKSwvVkac1yovNA,GPS helped follow trails in italy. Requires switching between google maps to find some things. Segments of trails between key destinations would be nice. All together a really valuable tool.,5,2,21.14.0,2021-10-24 16:32:48,,
43,c31552b1-3010-43e1-9801-0d1becd43a62,Steve Cutler,https://play-lh.googleusercontent.com/a/AItbvmmvhl5TqP55wlhcc9R8rBHcYVMlSahkFSF1we60=mo,The App gives us confident in new hikes we take that we stay on the trail and where we are towards the destination. Still learning the App.,4,0,21.14.0,2021-10-07 20:46:23,,
44,f7bcc55b-9ba0-48f2-8fc6-db0e87b6acc7,I'll Go If You Go,https://play-lh.googleusercontent.com/a-/AFdZucrz48Vmqv68Q_q8yyNuspmEjZaz1vFDcKwGionO,My favorite way to find new hikes. I use this app all the time to plan trips. I do wish there was a way to print out a version of the trail maps to have as backup,4,1,21.14.0,2021-10-06 19:54:26,,
45,11e4a5a8-b4a3-4e6e-983e-77e74d47628f,Bill LaRosa,https://play-lh.googleusercontent.com/a/AItbvmks7CcOC32MDjPMt7hLuQRXm8BBAoLK9zbaSiuQ=mo,Some stored personal hikes not able to be recalled,4,0,21.14.0,2021-09-22 19:44:58,,
46,679cf82c-61e2-4716-ae60-2f0e07bd7992,don rhodes,https://play-lh.googleusercontent.com/a-/AFdZucreX4MXDaMlw1i3zM0q2Sehpc3rrBmrWLzW6511Nw,"I attempted to record hikes twice with this app and it failed both times. The second attempt had a beautiful map at the end. I thought it saved, but alas the history shows a 0 mile hike.",1,0,,2021-09-19 08:58:36,,
47,8e129cd7-afe1-4365-8d2b-556d1be3d283,Mark Enos,https://play-lh.googleusercontent.com/a-/AFdZucosvFeh5frH1zaopEoLwN7j_lEzCisLdCFxiLpxwQ,Fantastic app. Accurate and community supported,5,0,21.14.0,2021-09-16 21:06:26,,
48,0d80cf06-6150-471e-a2cb-7d5bba87b10d,Jim Egan,https://play-lh.googleusercontent.com/a-/AFdZucr5AqVCALJOD9DgHVs4fdzQiIBhjzSMGK7IdqdsQqw,"Maybe it was a good app but multiple issues with password, resetting passwords, downloading data.... all in all, a lightweight app at best that can't even get the basics right.",1,5,21.14.0,2021-09-13 02:22:34,,
49,106ae799-4ef6-42ce-8314-333b5667b914,Spencer Mathews,https://play-lh.googleusercontent.com/a-/AFdZucohPw-TEEVV6K5nJg_BViYgKX1-kxy1pYj9ofHw9sE,Even when online why is it necessary to download a area in order to browse trails?,3,0,21.14.0,2021-09-09 23:04:23,,
50,bb520e70-ad4b-4dfb-88d0-ec8319305892,Bob Gorbenko,https://play-lh.googleusercontent.com/a/AItbvmnobMoatveAGLgy63XeHi3yYTtKJ-aOa2995oR2=mo,Very poor search ability... Deleted after 3 attempts to find trail,1,0,,2021-09-08 12:38:18,,
51,cce33f94-b7fa-40e3-9b85-fe9fd414bbf7,milind shinde,https://play-lh.googleusercontent.com/a/AItbvml_vxjgPiza-rFV5dvauoVCXWC49d0R-8cWYgtM=mo,Better,5,0,,2021-08-28 09:16:59,,
52,96fd5b5a-4d8a-48e8-9e65-939f5da0384e,Wayne Wilson,https://play-lh.googleusercontent.com/a-/AFdZucpMANli_nIfH-BGdYIpFVIXPOv-0n6Yxj_m5g46,Best free hiking app right now. Hopefully underarmor doesn't f that up.,5,0,21.14.0,2021-08-27 00:24:03,,
53,2273d5ce-059a-4046-97de-b4c211ce1044,Ravi S Ghosh,https://play-lh.googleusercontent.com/a-/AFdZucpk9TIS3lTLbm3nPYC4rOLaL5kpvnJXjS0Tq-XuQEQ,Cannot import gpx files.,3,0,21.14.0,2021-08-14 01:53:21,,
54,96e9b05f-0678-4552-8c6b-7103ad971076,John Lamb,https://play-lh.googleusercontent.com/a-/AFdZucpdMUylPkJ12r1G4sg_mNIsqD-CPpaSr9Z_5Il5fA,"I used this app on the trail yesterday for the first time. I really want to like this app but it has several shortcomings (either it doesn't provide these things or provides them but they are so hidden and/or so undocumented that I could never figure out how to do it): (1) no way to create a route out of existing trails. There is a loop I like to do but in the app this loop is 3 separate trails. No way I could see to join them into a loop so as to get stats (e.g. total distance of the loop) (2) even on a given single trail in the app, the best it seemed to do is show me the blue dot for where I was. That's quasi-useful but what I really wish it would show is things like how far to the destination? How far have I come so far? What elevation gain/loss has happened so far, or how much on the trail ahead?. Somewhat disappointed.",2,18,21.14.0,2021-08-08 23:10:16,,
55,9ba7e2a8-75b3-4f80-a748-065606458f03,Rob Rebidas,https://play-lh.googleusercontent.com/a/AItbvmnY6P-BubJypVG-RLehaVugqqClZh_qZu8Ro1XT=mo,This is the most helpful app I have. Thank you Hiking Project.,5,0,21.14.0,2021-07-28 20:02:59,,
56,6338ac10-761c-4de9-9577-100bd238be85,Justin S,https://play-lh.googleusercontent.com/a-/AFdZucq_SIH5bRs1JsQIzixSlmLgQB__SQHTGXzdyf-7cw,"One annoyance is almost every trail in the NYS forest preserve (or the Northeast for that matter) list dogs on leash. Unfortunately (or fortunately, depending on your views) dogs are allowed off leash in 95% of the northeast terrain. Therefore, it's virtually impossible for every trail to list dogs off leash and be accurate. No matter how many trails I correct or tickets I submit this goes unfixed. So 2 stars. Maybe you'll fix it, maybe not. Up to you if you want accuracy.",2,16,21.14.0,2021-07-27 01:29:02,,
57,6ad67cff-19e1-4dbc-9680-0f848a6ad6e6,Daniel Mascarenhas,https://play-lh.googleusercontent.com/a-/AFdZucrXzr3XoqGYZt5UbvpmTBReVDSczLBq9ksH6Ml6iq8,Good free app. You can view trails in offline mode.,5,0,21.14.0,2021-07-27 01:28:38,,
58,a4378f02-e5e1-426f-b723-1babd0161d83,davide dambrosi,https://play-lh.googleusercontent.com/a-/AFdZucoIphWe89whG2DMHL0nCRmITIrvUF0XdG1v8UZyuw,Excellent app to prepare your hikings,5,0,21.14.0,2021-07-24 00:22:07,,
59,03e3a9f5-d505-4c4d-83b3-58e57ef8c68a,Tim M.,https://play-lh.googleusercontent.com/a-/AFdZucq3yiViYjv3LXEvDBoge49mjv6XNc924Npwh7MmMGI,Best hiking app - download the area then it uses satellite to locate your position. This is a life saver because you DON'T NEED TO HAVE A SIGNAL to know your location.,5,3,21.14.0,2021-07-20 17:39:20,,
60,eaaf25d8-263d-481f-818f-b26f68a26422,Coa Coa Fourpaws,https://play-lh.googleusercontent.com/a-/AFdZucoSa_XvFSo_BFd1sVrOetdUPn56sVmQRx9gw2Nv,I enjoyed knowing where to go where trail at times was difficult to locate while walking.,5,0,21.14.0,2021-07-16 19:58:19,,
61,bf07bc9b-ab60-43ff-8dfb-311048a82d1e,Jack Kayle,https://play-lh.googleusercontent.com/a-/AFdZucpNqNfnUpKJFJF2oPw-_AoG2zhuKHnIhVe9Y2tg,Google map based app at least in Hungary,1,0,21.14.0,2021-07-15 19:17:07,,
62,7130b624-ba35-4d2e-a251-d66d6eaebe26,M P,https://play-lh.googleusercontent.com/a-/AFdZucoozzSd1QSgZtT4UuNS-7_6t742XV7bDmSGnkXaNg,Cant exit app,1,0,21.14.0,2021-07-13 06:52:37,,
63,7bbe2cbf-6c89-408f-b167-fac86ff5a161,Brian H,https://play-lh.googleusercontent.com/a/AItbvmns1UrfOHNc2wg5nb1f3lnBIP4lrSSPsfApr1Ny=mo,"Good info, and you can download maps and use phone location when the trail disappears",5,0,21.14.0,2021-07-12 20:54:26,,
64,76ed3217-4648-41fa-a69b-4fa26c109837,Joe Hufford,https://play-lh.googleusercontent.com/a-/AFdZucpqWixqsas_7F5D4ngn8Li6VGBVb-j5e6tcQcPS,"It does not properly download the maps. So if you're going to use it, make sure you zoom in on the entire area you're going to be in, with both topo and sat maps *while you still have internet* so they're cached. This is unacceptable since it claims to have downloaded the maps. Also if you accidentally hit finish on a hike recording, you can't back out and continue recording. So the UI needs some work too.",1,22,21.14.0,2021-07-12 11:07:41,,
65,93a0cd3f-5847-4ab0-a2da-8d8eff2e3ad2,Gaming Monsta,https://play-lh.googleusercontent.com/a-/AFdZucrJGnXucCqm0AkhdvkgG8q8io6EHI7d39ShT_0E,Nice,5,0,21.14.0,2021-07-06 12:09:01,,
66,c27c95e7-f4d5-4270-b08f-831acb22561a,Dave Phillips,https://play-lh.googleusercontent.com/a-/AFdZucpLcXzA6wynYkwXy7Hv1qAeXaDn6J4ddqCDBnCbG8o,"Great app, has good data for trails everywhere I've gone so far.",5,0,21.14.0,2021-07-02 00:31:04,,
67,1a42ae29-5989-4294-b53a-6e01403f3e20,greg olsen,https://play-lh.googleusercontent.com/a/AItbvmk4S3FEisiTOuW-z-ULIWkMs-IVe8S6wgVWBLJp=mo,"This is my navigation app of choice when I'm out backpacking (to supplement paper maps of course). The trails included are very comprehensive, though many remote or unmarked trails are not mapped here. I sometimes have problems moving the map around/zooming, and scrolling along the elevation profile feature is a bit buggy, but otherwise this is pretty great.",5,0,,2021-06-30 05:11:02,,
68,cdef64b6-7dd0-4b79-84db-35c846e6946c,Joe Nattress,https://play-lh.googleusercontent.com/a-/AFdZucoXw6LKWodgDms2kYS0A521YJI8_Xo5ceDcehf-VA,Best hiking app ever used.,5,0,21.14.0,2021-06-29 04:44:41,,
69,6cd2398a-1aaa-4151-8c41-9cc7bc787afa,Josh Hill,https://play-lh.googleusercontent.com/a-/AFdZucomfBtc7HhlcIehBZh7qI5uzuh96KYNv9MdJqcIXQ,Amazing free app,5,0,21.14.0,2021-06-24 23:15:58,,
70,e4ae47f0-3f91-4d7e-9008-d6f28abf70a9,Raph DeRito,https://play-lh.googleusercontent.com/a-/AFdZucpMiQH8uGnygbabGvllPIPwxBI5HRVDgOHLz_lVmg,"I have Hiking Project and All Trails but I find myself using Hiking Project about 95% of the time, it seems like it's set up better and easier to look at",5,9,21.14.0,2021-06-22 14:25:40,,
71,de3d314f-970b-4818-bf16-254bc68138eb,J K,https://play-lh.googleusercontent.com/a-/AFdZucr5dpbJKuHiYyvRXQxxlUMYNCBWWz4QrjrlSOf8xQ,"Great app, beats Alltrails BS app by miles",5,0,21.14.0,2021-06-14 08:15:43,,
72,2743c974-ee73-4476-8408-3537824530d9,Martin Sakinofsky,https://play-lh.googleusercontent.com/a-/AFdZucrt4u0U0gjMfhEPm2CzTMeXgd47YGVCMezwZgW_,"1. Have settings on Metric but still shows imperial on the physical map. 2. Shows hikes for other countries before my own. Should be able to limit this. Hiking Project arrogance in not replying in over a year, shows they don't care for their customers.",1,4,21.14.0,2021-06-13 21:53:47,,
73,cac45fc6-c424-42e9-8135-7cafa470a552,Julio Niño,https://play-lh.googleusercontent.com/a-/AFdZucqTaMSr4ZOBKU8WuTxkANAPNf8w_MtDXwL6n9U5vw,It guided me as much as it could all thought out Yellowstone National Park!,5,0,21.14.0,2021-06-13 00:38:29,,
74,0a0e83b3-416d-4280-9654-67d1324beeb7,Phil Shannon,https://play-lh.googleusercontent.com/a-/AFdZucogmIZFVVsrE8yCwHddz7ybYAE00d5WKuo__TF_YqY,Maps are easily downloaded for offline viewing. It's cool to see your progress mapped on both the map and the elevation graph. I wish there was more customization in defining a trail before you actually record it - I'd like to define a trail on the map and then go hike it.,4,9,21.14.0,2021-06-08 05:19:33,,
75,fa3a79b5-794a-42a8-8f17-91f9f786b80a,Greg Kramer,https://play-lh.googleusercontent.com/a-/AFdZuco4VbRN9GKrj1Z85JIRgaLYxbMQ2q2cdhXovdXd,The app works even if there are no known trails around. So go off trail if you want to.,5,0,21.14.0,2021-06-07 04:18:13,,
76,728c8759-9d32-48da-a0b8-2c0df7d9039d,Camille Chaudron,https://play-lh.googleusercontent.com/a-/AFdZucqd3xMc29-qm7k-xB9gQ0R_HoL9U53B1JdhhNLCKw,Love this app for hiking in the US. Need work for Canada hikes.,5,0,21.14.0,2021-06-01 08:28:22,,
77,03252c2a-0f66-4ce5-bdc2-91f608ff8270,Dean Nutt,https://play-lh.googleusercontent.com/a/AItbvmmmPZW8qS1EVnAFfFgpII4zPrvmsigen1fj0fFl=mo,Can't figure out how to upload photos for trails!,4,0,21.14.0,2021-05-31 08:33:34,,
78,86f6a41d-3122-4a50-a868-8fc7abb65c36,jeremy wilder,https://play-lh.googleusercontent.com/a-/AFdZucqRRNlsspCYAEVzopIrB2qaJUrILOP-ay6oGX31-8Y,"Great app, easy to use.",5,0,,2021-05-28 22:51:01,,
79,367f1a22-81f1-4561-a01d-67aa41672575,Blake Golber,https://play-lh.googleusercontent.com/a/AItbvmmQaym87f9JnHimp9i9_Sazqd8fVrxwfNjm2v2vC-U=mo,"The Hiking Project changed the way I hike. It's extremely straightforward, uncluttered and intuitive unlike other hiking apps I've tried. When you open the app a topographical map pops up with your current location in conjunction with the trails around unlike other apps that bloat the screen with a description of the trail and what others think about it before displaying it's location in a remotely understandable fashion. I love this app. Thank you to the developers and crowdfunders.",5,24,21.14.0,2021-05-24 23:06:23,,
80,1c4867c1-4481-41a4-9cd1-9b07e035a7ca,Ahmed Taleb,https://play-lh.googleusercontent.com/a-/AFdZucrREXRPv8Y-aDr4quF6wsjf7lzt4woExqtP4UIyV0U,A great way to find new trails when you're visiting an area for the first time. Very useful information with lots of great community generated content.,5,6,21.14.0,2021-05-17 08:58:33,,
81,1f163b36-b9b2-4efc-b62e-4275dc536a02,sandy alba,https://play-lh.googleusercontent.com/a-/AFdZucqU0bV3e0MHtKwUMvWU5PUi_jJNg2y3-5J3KXOHow,👍,5,0,21.14.0,2021-05-08 21:50:24,,
